"","artist","title","sales_price","sold_dummy","low_estimate","high_estimate","signiture","height","width","surface","created","medium","auction_lot","auction_date","auction_location"
"168","Rusli","TEMPLE SCENE",14410,1,11530,19220,"Signed and Dated",100,129.5,12950,"1964","Oil / Canvas","403","4/1/19","0"
"169","Kusama Affandi","MARKET SCENE",88070,1,38430,51240,"Signed and Dated",72.5,98,7105,"1947","Oil on canvas mounted on wood","405","4/1/19","0"
"170","Anton Huang","UNTITLED",67250,1,7690,11530,"Signed and Dated",101,101,10201,"1982","Oil / Canvas","406","4/1/19","0"
"171","Haji Widayat","BURUNG PHOENIX",960,1,2562,3843,"Signed and Titled",50,59.5,2975,NA,"Oil / Board","407","4/1/19","0"
"172","Kusama Affandi","DUCK HUNTER",96080,1,64050,89670,"Signed and Dated",163,121,19723,"1975","Oil / Canvas","408","4/1/19","0"
"173","Kusama Affandi","PENGHALAU BURUNG (SCARECROW)",144110,1,102480,192150,"Signed and Dated",99,179.5,17770.5,"1969","Oil / Canvas","409","4/1/19","0"
"174","Kusama Affandi","PERAHU KUSAMBA",88070,1,102480,153720,"Signed and Dated",114.5,140,16030,"1981","Oil / Canvas","410","4/1/19","0"
"175","Hendra Gunawan","BY THE BEACH",480380,1,153720,281820,"Signed and Dated",86,147,12642,"1976","Oil / Canvas","411","4/1/19","0"
"176","Hendra Gunawan","WOMAN IN THE MARKET",192150,1,115290,192150,"Signed and Dated",170,115,19550,"1974","Oil / Canvas","412","4/1/19","0"
"177","Shrihadi Soedarsono","DANCER",NA,0,35870,48680,"Signed and Dated",130,97.5,12675,"1990","Oil / Canvas","413","4/1/19","0"
"178","Shrihadi Soedarsono","THREE DANCERS",51240,1,40990,66610,"Signed and Dated",138,96,13248,"1966","Oil / Canvas","415","4/1/19","0"
"179","Sudjana Kerton","THE VASE",32030,1,12810,19220,"Signed and Dated",59.5,50,2975,"1990","Oil / Canvas","416","4/1/19","0"
"180","Sindudarsono Sudjojono","ANEKA BUNGA ASTER DI POT KERAMIK (VARIOUS DAISIES IN A CERAMIC POT)",60850,1,25620,38430,"Signed and Dated",80,80,6400,"1967","Oil / Canvas","417","4/1/19","0"
"181","Kusama Affandi","FIGHTING COCKS",NA,0,89670,115290,"Signed and Dated",98,125,12250,"1976","Oil / Canvas","418","4/1/19","0"
"182","Kusama Affandi","DOGS FIGHTING",112090,1,89670,115290,"Signed and Dated",108,138,14904,"1965","Oil / Canvas","419","4/1/19","0"
"183","Hendra Gunawan","FISHERMAN",416330,1,256200,384300,NA,135.5,200,27100,NA,"Oil / Canvas","420","4/1/19","0"
"184","Hendra Gunawan","MASK DANCER",96080,1,76860,102480,"Signed and Dated",145.5,71,10330.5,"1980","Oil / Canvas","421","4/1/19","0"
"185","Manfong Lee","MAN AND BOY WITH COCKEREL",112090,1,51240,76860,"Signed and Dated",101.5,60.5,6140.75,"1946","Oil on jute mounted on board","422","4/1/19","0"
"186","Manfong Lee","TELANJANG DUDUK (SEATED NUDE)",NA,0,76860,115290,"Signed",122,60,7320,NA,"Oil / Masonite","423","4/1/19","0"
"187","Tomoo Gokita","REACH OUT FOR ME",35230,1,10250,19220,"Signed and Dated",41,32,1312,"2007","Acrylic and gouache / Paper","502","4/1/19","0"
"188","Tomoo Gokita","MRS. DRUNKO",168130,1,76860,102480,"Signed and Dated",161,130,20930,"2006","Acrylic and gouache / Canvas","503","4/1/19","0"
"189","Tomoo Gokita","DRUNK WOMAN",160130,1,64050,89670,"Signed and Dated",100,100,10000,"2015","Acrylic and goauche / Canvas","504","4/1/19","0"
"190","KAWS","UNTITLED",144110,1,25620,38430,"Signed and Dated",41,40.5,1660.5,"2000","Acrylic / Canvas","505","4/1/19","0"
"191","Madsaki","DORA MAAR AU CHAT 2",256200,1,12810,25620,"Signed and Dated",128,95.8,12262.4,"2017","Acrylic and aerosol / Canvas","506","4/1/19","0"
"192","Banksy","KEEP IT REAL",416330,1,128100,192150,NA,25.5,20.2,515.1,"2001","Acrylic and spray paint stencil / Canvas","509","4/1/19","0"
"193","Banksy","AVON AND SOMERSET CONSTABULARY",384300,1,89670,179340,NA,76.3,76.5,5836.95,"2001","Acrylic and spray paint stencil / Canvas","510","4/1/19","0"
"194","Stik","LITTLE FRIEND",56040,1,28180,40990,NA,250,280,70000,"2013","Colour spray paint on the shutter / Canvas","513","4/1/19","0"
"195","Austin Lee","FACEPALM",44840,1,15370,28180,NA,213.5,162.6,34715.1,"2014","Acrylic and flashe / Canvas","514","4/1/19","0"
"196","KAWS","UNTITLED",256200,1,192150,320250,"Signed and Dated",152.4,152.4,23225.76,"2013","Acrylic / Canvas","518","4/1/19","0"
"197","Takashi Murakami","UNTITLED",288230,1,230580,486780,"Signed and Dated",180,180,32400,"2017","Gold leaf on canvas mounted on wood panel","519","4/1/19","0"
"198","Guangyi Wang","GREAT CRITICISM: COCA-COLA",112090,1,57650,83270,"Signed and Dated",150,120,18000,"2004","Oil / Canvas","520","4/1/19","0"
"199","Yu Youhan","MAO",128100,1,102480,128100,"Signed and Dated",130,100,13000,"2007","Acrylic / Canvas","521","4/1/19","0"
"200","Andy Warhol","FLOWERS",NA,0,153720,281820,"Stamped",12.7,12.7,161.29,"1965","Acrylic and silkscreen ink / Canvas","524","4/1/19","0"
"201","Yayoi Kusama","PUMPKIN",448350,1,76860,102480,"Signed and Dated",27.3,22,600.6,"2003","Acrylic / Canvas","525","4/1/19","0"
"202","Liu Ye","ROMANCE",1206060,1,742980,999180,"Signed and Dated",150,150,22500,"2001","Acrylic / Canvas","527","4/1/19","0"
"203","Oscar Murillo","MATT PAINTING (YOGA)",NA,0,121700,192150,"Signed and Dated",265,215,56975,"2013","Oilstickoil paint and dirt / Canvas","528","4/1/19","0"
"204","Yayoi Kusama","WIND SWEEPING ACROSS THE LAKE SURFACE",38430,1,19220,32030,"Signed and Dated",27.2,24.2,658.24,"1979","Enamel / Paperboard","532","4/1/19","0"
"205","Sam Lewis Francis","UNTITLED",176140,1,25620,38430,"Signed and Dated",75,54,4050,"1991","Acrylic / Paper","533","4/1/19","0"
"206","Sam Lewis Francis","UNDER THE MOUNTAIN",76860,1,20500,30740,"Signed and Dated",97,65,6305,"1990","Acrylic / Paper","534","4/1/19","0"
"207","Sam Lewis Francis","UNTITLED",480380,1,192150,307440,NA,305.5,213.5,65224.25,"1989","Acrylic / Canvas","536","4/1/19","0"
"208","Sam Lewis Francis","UNTITLED",352280,1,256200,384300,NA,179.7,349.8,62859.06,"1974","Acrylic / Canvas","537","4/1/19","0"
"209","Kazuo Shiraga","UNTITLED",51240,1,15370,28180,"Signed",15,10,150,"c. 1980s","Oil / Canvas","538","4/1/19","0"
"210","Kazuo Shiraga","HARITI (BUDDHIST DEITY)",192150,1,76860,102480,"Signed",73,90.5,6606.5,"c. 1990s","Oil / Canvas","539","4/1/19","0"
"211","Hisao Domoto","UNTITLED",32030,1,32030,44840,"Signed and Dated",50,150,7500,"1958","Oil / Canvas","541","4/1/19","0"
"212","Takeo Yamaguchi","TATAMI - STACK",104080,1,76860,102480,"Signed and Dated",91.3,90.8,8290.04,"1975","Oil / Board","543","4/1/19","0"
"213","Hyong Keun Yun","UNTITLED",76860,1,38430,64050,"Signed and Dated",33,53,1749,"1971","Oil / Canvas","546","4/1/19","0"
"214","Ufan Lee","FROM POINT NO. 780125",208160,1,102480,192150,"Signed and Dated",60.6,72.7,4405.62,"1978","Oil and mineral pigment / Canvas","547","4/1/19","0"
"215","Jiro Takamatsu","SHADOW",256200,1,102480,153720,"Signed and Dated",70.8,60,4248,"1968","Oil on panel","549","4/1/19","0"
"216","Xingwei Wang","UNTITLED (SMALL BEGGING)",96080,1,102480,153720,"Signed and Dated",135.3,163.1,22067.43,"2007-2008","Oil / Canvas","561","4/1/19","0"
"217","Weigang Gao","MISAPPREHEND",8810,1,3843,6410,NA,88,78,6864,"2008-2012","Oil / Canvas","562","4/1/19","0"
"218","Zhen Xu","UNDER HEAVEN-3228IN0144",NA,0,64050,89670,"Signed and Dated",95,140,13300,"2014","Oil on canvas mounted on aluminium board","563","4/1/19","0"
"219","Cheng Ran & Cyril Duval","JOSS",8010,1,3843,6410,"Signed with Certificate",NA,NA,NA,"2013","single channel video with sound and USB","565","4/1/19","0"
"220","Jie Cui","GROUND INVADING FIGURE #35",30420,1,15370,28180,NA,100,150,15000,"2015","Oil / Canvas","566","4/1/19","0"
"221","Ji Kai Li","TIME WALK AT NIGHT",5120,1,3843,6410,"Signed and Dated",80,60,4800,"2010","Acrylic / Canvas","567","4/1/19","0"
"222","Yuanyuan Song","FEI TIAN",800,1,5120,7690,"Signed and Dated",120,80,9600,"2013","Oil / Canvas","568","4/1/19","0"
"223","Nanxing Xie","POSTCARD TREE",128100,1,102480,153720,"Signed and Dated",220,150,33000,"2015","Oil / Canvas","569","4/1/19","0"
"224","Nanxing Xie","NUDE DESCENDING A STAIRCASE",NA,0,76860,102480,"Signed and Dated",120,100,12000,"2011","Oil / Canvas","570","4/1/19","0"
"225","Wilson Ka-Ho Shieh","CHOW YUN FAT'S FITTING ROOM",6730,1,5120,7690,"Signed and Dated",68.5,68.5,4692.25,"2009","Ink and collage / Paper","571","4/1/19","0"
"226","Chun Fai Chow","CENTRAL (DIPTYCH)",NA,0,5120,10250,"Signed",NA,NA,NA,NA,"Oil / Canvas","572","4/1/19","0"
"227","Masaru Shichinohe","MOONLIGHT SNIPER",25620,1,10250,19220,"Signed and Dated",32,32,1024,"2006","Acrylic / Board","573","4/1/19","0"
"228","Chunya Zhou","GREEN DOG, PARROT AND LOVERS",NA,0,38430,64050,"Signed and Dated",72.5,60.5,4386.25,"1998","Oil / Canvas","576","4/1/19","0"
"229","Chunya Zhou","LITTLE PATH TO DRAGON SPRING MOUNTAIN",1252180,1,384300,640500,"Signed and Dated",200,250,50000,"2006","Oil / Canvas","577","4/1/19","0"
"230","Kim Whanki","L¡¯ENDROIT O? J'HABITAIS - THE PLACE WHERE I LIVED",791020,1,384300,640500,"Signed and Dated",59,92,5428,"1956","Oil / Canvas","578","4/1/19","0"
"231","Xiaodong Liu","CHAOTIC MESS 2",72060,1,15370,28180,"Signed and Dated",33,38,1254,"2011","Oil / Canvas","579","4/1/19","0"
"232","Fanzhi Zeng","ARMANI",160130,1,89670,115290,"Signed and Dated",80,80,6400,"2006","Oil / Canvas","580","4/1/19","0"
"233","Mao Yan","MAGAZINE GIRL",51240,1,23060,35870,"Signed and Dated",36,27,972,"2008","Oil / Canvas","582","4/1/19","0"
"234","Izumi Kato","UNTITLED",136110,1,38430,51240,"Signed and Dated",194,130,25220,"2009","Oil / Canvas","583","4/1/19","0"
"235","Izumi Kato","RETICENCE",64050,1,32030,44840,"Signed and Dated",162,130.5,21141,"2000-2001","Oil / Canvas","584","4/1/19","0"
"236","Xiaogang Zhang","GREEN WALL - DINING ROOM",128100,1,102480,192150,"Signed and Dated",150,200,30000,"2009","Stainless steel plate, oil paint and silver marker","587","4/1/19","0"
"237","Enli Zhang","DRIED UP FRUIT NO. 9",38430,1,23060,32030,"Signed and Dated",47.3,47.3,2237.29,"2013","Oil / Canvas","588","4/1/19","0"
"238","Yayoi Kusama","INFINITY DOTS (THE RETURN TO ETERNITY)",352280,1,153720,281820,"Signed and Dated",31.8,41,1303.8,"1988","Acrylic / Canvas","590","4/1/19","0"
"239","Yayoi Kusama","LAKE",27220,1,19220,32030,"Signed and Dated",27.3,24.3,663.39,"1980","Enamel / Paperboard","594","4/1/19","0"
"240","Yayoi Kusama","INFINITY NETS",160130,1,102480,153720,"Signed and Dated",31.8,41,1303.8,"1989","Acrylic / Canvas","595","4/1/19","0"
"241","Yoshitomo Nara","DOG",288230,1,51240,76860,"Signed and Dated",39,39,1521,"1991","Acrylic / Canvas","597","4/1/19","0"
"242","Yoshitomo Nara","CLEAR FOR LANDING",560440,1,256200,384300,NA,51.3,36,1846.8,"2001","Acrylic / Paper","599","4/1/19","0"
"243","Yoshitomo Nara","FROM THE CRADLE TO A LIFE OF CRIME",512400,1,281820,409920,"Signed and Dated",53,65.2,3455.6,"1995","Oil / Canvas","601","4/1/19","0"
"244","Myoung Young Choi","CONDITIONAL PLANE SURFACE 8021",12810,1,12810,25620,"Signed and Dated",70.2,115,8073,"1979","Oil / Canvas","602","4/1/19","0"
"245","Seung Keun Moon","UNTITLED",22420,1,10250,15370,"Signed and Dated",91,116.7,10619.7,"1979","Acrylic / Canvas","603","4/1/19","0"
"246","Ufan Lee","UNTITLED",48040,1,38430,64050,"Signed and Dated",38,45.5,1729,"1993","Oil and mineral pigment on canvas laid on panel","605","4/1/19","0"
"247","Toshinobu Onosato","UNTITLED",NA,0,38430,64050,"Signed and Dated",72.8,90,6552,"1961","Oil / Canvas","606","4/1/19","0"
"248","Tadaaki Kuwayama","LEND",17610,1,10250,15370,"Signed and Dated",121.5,114,13851,"1989","Oil on Japanese paper laid on panel","608","4/1/19","0"
"249","Sadamasa Motonaga","NINE SHAPES FROM ELLIPSES",41630,1,5760,7050,"Signed and Dated",37.9,45.5,1724.45,"1986","Acrylic / Canvas","609","4/1/19","0"
"250","Kumi Sugai","BIRD",NA,0,10250,19220,"Signed and Dated",19.5,82,1599,"1955","Oil / Canvas","610","4/1/19","0"
"251","Walasse Ting","KISS ME, KISS ME",25620,1,15370,33310,"Signed and Dated",56.6,75.8,4290.28,"1974","Acrylic / Paper","721","4/1/19","0"
"252","Walasse Ting","A KISS, A KISS",32030,1,25620,38430,"Signed and Dated",56,76,4256,"1973","Acrylic and oil pastel / Paper","722","4/1/19","0"
"253","Wou-Ki Zao","23.05.50",714160,1,512400,768600,"Signed and Dated",33.5,46,1541,"1950","Oil / Canvas","726","4/1/19","0"
"254","Andre Brasilier","CAVALIERS DEVANT LES VAGUES",176140,1,102480,192150,"Signed and Dated",130,162,21060,"2014","Oil / Canvas","728","4/1/19","0"
"255","Tomos","STROLLING",28820,1,8970,19220,"Signed and Dated",40.5,52.5,2126.25,"1989","Oil / Canvas","729","4/1/19","0"
"256","Li Yuan-Chia","SENZA TITOLO",67250,1,15370,30740,"Inscribed and Signed",19,84,1596,"1960's","Oil / Canvas on board","736","4/1/19","0"
"257","Kan Ho","UNTITLED 74",64050,1,25620,51240,"Signed and Dated",80,70,5600,"1974","Oil / Canvas","737","4/1/19","0"
"258","Kan Ho","SENZA TITOLO",24020,1,8970,19220,"Signed and Dated",70,60,4200,"1971","Oil / Canvas","738","4/1/19","0"
"259","Kan Ho","SENZA TITOLO",44840,1,8970,19220,"Signed and Dated",100,80,8000,"1968","Oil / Canvas","739","4/1/19","0"
"260","Orazio Bacci","DMS 458",5120,1,1281,3843,"Signed and Dated",60,50,3000,"1967","Acrylic / Canvas","743","4/1/19","0"
"261","Chin Hsiao","DUE SOLI NO.2",38430,1,12810,38430,"Signed and Dated",90,70,6300,"1964","Acrylic / Canvas","745","4/1/19","0"
"262","Pia Pizzo","SENZA TITOLO",320,1,640,1281,"Signed and Dated",11.6,11.5,133.4,"1965","Oil / Paper","751","4/1/19","0"
"263","Klaus Jurgen Fischer","UNTITLED",1441,1,1024,2049,"Signed and Dated",80,60,4800,"1970","Oil / Board","752","4/1/19","0"
"264","Po Yong Huang","UNTITLED",1281,1,1024,2049,"Signed and Dated",50,75,3750,"1963","Oil / Canvas","753","4/1/19","0"
"265","Chung Ray Fong","9 OF 99",19220,1,15370,20500,"Signed and Titled",118,81,9558,"1999","Acrylic / Canvas","763","4/1/19","0"
"266","Chihung Yang","EVOLUTION",NA,0,19220,32030,"Signed and Dated",167,167,27889,"1985","Acrylic / Canvas","764","4/1/19","0"
"267","David Diao","OPEN: SURRENDER + MOURN",28820,1,19220,38430,"Signed and Dated",61,132.5,8082.5,"2010","Acrylic / Canvas","766","4/1/19","0"
"268","Georges Mathieu","CHANSON DISPERS?E",192150,1,76860,153720,"Signed and Dated",116,89,10324,"1987","Oil / Canvas","773","4/1/19","0"
"269","Che Chuang","UNTITLED",176140,1,64050,153720,"Signed and Dated",152.5,304.2,46390.5,"1983","Oil / Canvas","774","4/1/19","0"
"270","Chihung Yang","TINDER",152120,1,64050,128100,"Signed and Dated",194,130.5,25317,"2012","Acrylic / Canvas","775","4/1/19","0"
"271","Wou-Ki Zao","04.06.75",606550,1,307440,448350,"Signed and Dated",55,55,3025,"1975","Oil / Canvas","776","4/1/19","0"
"272","Teh-Chun Chu","TURQUOISE",NA,0,333060,486780,"Signed and Dated",81,100,8100,"1989","Oil / Canvas","777","4/1/19","0"
"273","Teh-Chun Chu","PR?S DE L¡¯?TANG",400310,1,153720,230580,"Signed and Dated",81,65,5265,"1988","Oil / Canvas","778","4/1/19","0"
"274","Walasse Ting","ALL MY LIFE IS A SPRING",56040,1,48680,74300,"Signed and Dated",113.6,148.8,16903.68,"1971","Acrylic / Canvas","779","4/1/19","0"
"275","Guofu Liu","PERVASION I",104080,1,44840,89670,"Signed and Dated",130,180,23400,"2013","Oil / Canvas","780","4/1/19","0"
"276","Jorg Immendorff","EWIGES ANDENKEN",35230,1,11530,23060,NA,80,85,6800,"1983","Oil / Canvas","782","4/1/19","0"
"277","Yifei Chen","PORTRAIT OF MASTER FIELD",35230,1,6410,12810,"Signed",46.3,46.3,2143.69,"c. 1983","Oil / Canvas","786","4/1/19","0"
"278","Yifei Chen","PORTRAIT OF MRS. KATHLEEN FIELD",96080,1,102480,153720,"Signed",123,123,15129,"1983","Oil / Canvas","787","4/1/19","0"
"279","Ko Chu","AFFECTION",12010,1,8970,19220,"Inscribed and Signed",107.3,77.8,8347.94,NA,"Ink and acrylic / Paper","796","4/1/19","0"
"280","Chloe Ho","FLEUR",38430,1,12810,25620,"Artist's Seal",179.5,66,11847,"2014","Ink and acrylic / Paper","801","4/1/19","0"
"281","Duoling He","ROSE SERIES",32030,1,25620,51240,"Signed",80,60,4800,"2011","Oil / Canvas","804","4/1/19","0"
"282","Jieyin Wang","FLOWER ATLAS NO. 249",51240,1,12810,25620,"Signed and Dated",80,80,6400,"2005","Oil / Canvas","808","4/1/19","0"
"283","Walasse Ting","LADIES WITH FANS",12810,1,6410,12810,NA,53.9,96.2,5185.18,NA,"Acrylic / Paper","819","4/1/19","0"
"284","Walasse Ting","CAT",4163,1,2562,5120,"Artist's Seal",45,61.5,2767.5,NA,"Acrylic / Paper","820","4/1/19","0"
"285","Hon Hee","WAIKIKI HOLIDAY",19220,1,3843,10250,"Signed and Dated",198.5,172,34142,"1966","Oil / Masonite","822","4/1/19","0"
"286","KAWS","KIMPSONS SERIES",240190,1,38430,64050,"Signed and Dated",20.3,20.3,412.09,"2005","Acrylic / Canvas","2","4/1/19","0"
"287","BAPE & Stash","SPRAY PAINT CANS (SET OF FIVE)",3843,1,384,640,"Stamped",NA,NA,NA,NA,"Metal and plastic","3","4/1/19","0"
"288","KAWS","KIMPSONS SERIES",320250,1,38430,64050,"Signed and Dated",20.3,20.3,412.09,"2005","Acrylic / Canvas","4","4/1/19","0"
"289","KAWS","KIMPSONS SERIES (FIVE WORKS)",480380,1,128100,256200,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","5","4/1/19","0"
"290","BAPE & KAWS","BAPESTA FS-029 KAWS CHOMPERS (I. YELLOW / GREEN ; II. GREEN / BLACK)",16010,1,128,192,NA,NA,NA,NA,"2006","Rubber and leather","6","4/1/19","0"
"291","KAWS","KIMPSONS SERIES (TWO WORKS)",384300,1,64050,89670,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","7","4/1/19","0"
"292","KAWS","THE KAWS ALBUM",14855240,1,768600,1024800,"Signed and Dated",101.6,101.6,10322.56,"2005","Acrylic / Canvas","8","4/1/19","0"
"293","KAWS","UNTITLED (ASTRO BOY)",384300,1,76860,102480,"Signed and Dated",47,32,1504,"2003","Hand painted FRP","10","4/1/19","0"
"294","BAPE","BAPESTA FS-029 CHOMPERS (BLACK)",13610,1,64,102,NA,NA,NA,NA,NA,"Rubber and leather","11","4/1/19","0"
"295","KAWS","KIMPSONS SERIES (FIVE WORKS)",448350,1,128100,256200,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","12","4/1/19","0"
"296","Futura 2000","UNTITLED",46440,1,10250,15370,NA,217,96,20832,NA,"Markerink and spray paint / Board","13","4/1/19","0"
"297","KAWS","KIMPSONS SERIES",760270,1,384300,640500,"Signed and Dated",101.6,101.6,10322.56,"2003","Acrylic / Canvas","14","4/1/19","0"
"298","KAWS","KIMPSONS SERIES (FIVE WORKS)",416330,1,128100,256200,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","15","4/1/19","0"
"299","KAWS","UNTITLED (ASTRO BOY)",304240,1,76860,102480,"Signed and Dated",47,32,1504,"2003","Hand painted FRP","17","4/1/19","0"
"300","KAWS","KIMPSONS SERIES (FIVE WORKS)",448350,1,128100,256200,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","18","4/1/19","0"
"301","KAWS","UNTITLED (KIMPSONS)",2712520,1,512400,768600,"Signed and Dated",101.6,101.6,10322.56,"2003","Acrylic / Canvas","19","4/1/19","0"
"302","KAWS","KIMPSONS SERIES (FIVE WORKS)",560440,1,128100,256200,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","20","4/1/19","0"
"303","Stash","I. FLORAL; II. HOT RASPBERRY; III. JUNGLE GREEN (THREE WORKS)",9610,1,2562,3843,"Signed and Dated",NA,NA,NA,"2002","Digital print, / Canvas","21","4/1/19","0"
"304","KAWS","UNTITLED (KIMPSONS #3)",2635660,1,512400,768600,"Signed and Dated",101.6,101.6,10322.56,"2003","Acrylic / Canvas","23","4/1/19","0"
"305","KAWS","UNTITLED (ASTRO BOY)",256200,1,76860,102480,"Signed and Dated",47,32,1504,"2003","Hand painted FRP","24","4/1/19","0"
"306","KAWS","KIMPSONS SERIES (FIVE WORKS)",320250,1,128100,256200,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","25","4/1/19","0"
"307","Futura 2000","UNTITLED (POINTMAN)",48040,1,10250,15370,"Signed",217,96,20832,NA,"Markerink and spray paint / Board","26","4/1/19","0"
"308","KAWS","KIMPSONS SERIES (FIVE WORKS)",448350,1,128100,256200,"Signed and Dated",NA,NA,NA,"2005","Acrylic / Canvas","28","4/1/19","0"
"309","Stash","I. STOPS RUST; II. VARATHANE; III. NEW RUSTO; IV. GREEN TOP (FOUR WORKS)",13610,1,2562,3843,"Signed and Dated",NA,NA,NA,"2002","Digital print on canvas, framed in artist's original frame","29","4/1/19","0"
"310","KAWS","KIMPSONS SERIES",944740,1,384300,640500,"Signed and Dated",101.6,101.6,10322.56,"2003","Acrylic / Canvas","30","4/1/19","0"
"311","BAPE & KAWS","BAPESTA FS-029 KAWS CHOMPERS (I. WHITE / BLUE; II. WHITE / GREEN)",16010,1,128,192,NA,NA,NA,NA,"2006","Rubber and leather","31","4/1/19","0"
"312","KAWS","KIMPSONS SERIES",272210,1,38430,64050,"Signed and Dated",20.3,20.3,412.09,"2005","Acrylic / Canvas","33","4/1/19","0"
"313","Tomoo Gokita","VANITY 3",560440,1,256200,512400,"Signed and Dated",194,259,50246,"2015","Acrylic and gouache / Linen","1132","4/1/19","0"
"314","Xingwei Wang","TESTIMONY OF THE HARE",698790,1,384300,640500,NA,125.5,200,25100,"1995","Oil / Canvas","1133","4/1/19","0"
"315","Duan Jianyu","SISTER NO.14 (DIPTYCH)",512400,1,176780,240830,"Signed and Dated",182.2,434,79074.8,"2008","Oil / Canvas","1134","4/1/19","0"
"316","Adrian Ghenie","THE BLUE RAIN",1282920,1,704550,896700,"Signed and Dated",240,190,45600,"2009","Oil / Canvas","1135","4/1/19","0"
"317","Aili Jia","WHITE CHAIR",NA,0,512400,768600,"Signed and Dated",110,333.5,36685,"2007","Oil / Canvas","1136","4/1/19","0"
"318","Yuan Yuan","BLUES",160130,1,128100,192150,"Signed and Dated",250,185,46250,"2010","Oil / Canvas","1137","4/1/19","0"
"319","Yayoi Kusama","PUMPKIN (TWPOT)",6976330,1,1537200,2818200,"Signed and Dated",130,162.5,21125,"2010","Acrylic / Canvas","1138","4/1/19","0"
"320","Mark Grotjahn","UNTITLED (YELLOW WHITE BUTTERFLY)",3404260,1,3074400,3843000,NA,170.2,127,21615.4,"2005","Oil / Linen","1139","4/1/19","0"
"321","Lucio Fontana","CONCETTO SPAZIALE, ATTESE",1098460,1,896700,1281000,"Signed on Reverse",38,45,1710,"1965","Waterpaint / Canvas","1141","4/1/19","0"
"322","Takeo Yamaguchi","ONE EYE (YELLOW)",384300,1,230580,358680,"Signed and Dated",91,91,8281,"1959","Oil / Board","1142","4/1/19","0"
"323","Yayoi Kusama","INTERMINABLE NET #4",7997670,1,6405000,8967000,"Signed and Dated",143.5,108.6,15584.1,"1959","Oil / Canvas","1144","4/1/19","0"
"324","Nam June Paik","FAMILY OF ROBOT: HIGH-TECH BABY",256200,1,192150,256200,"Signed and Dated",220,103,22660,"1987","Single-channel video, thirteen portable TV monitors, vintage wooden TV cabinet with painted plexiglas, videotape","1145","4/1/19","0"
