artist,title,online_dummy,sales_dollar,dummy_sold,low_estimate_dollar,high_estimate_dollar,signed,size_cm,edition,foundry,created,category,Medium,auction_lot,auction_date,auction_location
Van Tho Tran,LA COUTURIÈRE (LADY IN COUTURE),0,35230,1,19220,32030,Signed,65.50cm x 41.50cm,,,c. 1940,Works on Paper,Ink and gouache / Silk,302,4/1/19,Sotheby's Hong Kong
Pham Thuc Chuong,"MOTHER AND SON, RESTING MOMENT",0,6410,1,5120,7690,Signed,42.50cm x 20.50cm,,,,Works on Paper,Ink and gouache / Silk,303,4/1/19,Sotheby's Hong Kong
Hien Nang,YOUNG WOMAN HOLDING A FAN,0,6730,1,5120,7690,Signed and Dated,68.00cm x 51.50cm,,,1992,Works on Paper,Ink and gouache / Silk,304,4/1/19,Sotheby's Hong Kong
Vu Cao Dam,PORTRAIT DE JEUNE FILLE AU VOILE CLAIR (PORTRAIT OF GIRL WITH CLEAR VEIL),0,27220,1,12810,19220,Signed,23.50cm x 18.00cm,,,,Works on Paper,Ink and gouache / Silk,305,4/1/19,Sotheby's Hong Kong
Alix Ayme,ANNONCE FAITE À MARIE (THE ANNUNCIATION BY THE ANGEL TO THE VIRGIN MARY),0,22420,1,6410,8970,Signed,45.00cm x 53.00cm,,,c. 1930's,Works on Paper,Gouache / Silk,306,4/1/19,Sotheby's Hong Kong
Vu Cao Dam,MATERNITÉ (MATERNITY),0,44840,1,17930,32030,Signed and Dated,55.00cm x 38.50cm,,,1957,Paintings,Oil / Panel,307,4/1/19,Sotheby's Hong Kong
Le Pho,LE VIEUX PÊCHER (THE OLD PEACH TREE),0,432340,1,76860,115290,Signed,140.00cm x 70.00cm,,,1956,Paintings,Oil / Canvas,308,4/1/19,Sotheby's Hong Kong
Le Pho,CUEILLIR DES FLEURS (PICKING FLOWERS),0,112090,1,38430,64050,Signed,114.50cm x 146.50cm,,,,Paintings,Oil / Canvas,309,4/1/19,Sotheby's Hong Kong
Le Pho,LA TÉTÉE PASTORALE (PASTORAL FEEDING),0,128100,1,44840,70460,Signed,98.00cm x 131.00cm,,,,Paintings,Oil / Canvas,310,4/1/19,Sotheby's Hong Kong
Joseph Inguimberty,LES TROIS CITRONS (THE THREE LEMONS),0,80060,1,17930,32030,Signed,60.00cm x 73.00cm,,,,Paintings,Oil / Canvas,311,4/1/19,Sotheby's Hong Kong
Le Pho,LES ROSES TRÉMIÈRES ET DAHLIAS,0,32030,1,12810,19220,Signed,46.00cm x 26.50cm,,,,Paintings,Oil on silk laid on board,312,4/1/19,Sotheby's Hong Kong
Le Pho,LES PAVOTS (POPPIES),0,51240,1,20500,32030,Signed,92.00cm x 65.50cm,,,,Paintings,Oil / Canvas,313,4/1/19,Sotheby's Hong Kong
Henri Mege,MATIN DE JUILLIET À FOURNEY (SAVOIE) VALLÉE DU BOURGET (JULY MORNING AT FOURNEY (SAVOIE) BOURGET VALLEY),0,2401,1,2562,3843,Signed and Dated,24.00cm x 33.00cm,,,1959,Paintings,Oil / Board,314,4/1/19,Sotheby's Hong Kong
Henri Mege,PAYSAGE (LANDSCAPE),0,3522,1,2562,3843,Signed,25.50cm x 35.50cm,,,,Paintings,Oil on wood panel,315,4/1/19,Sotheby's Hong Kong
Nguyen Khang,RICE FIELDS IN VIETNAM,0,27220,1,3843,6410,Signed and Dated,37.00cm x 52.00cm,,,1954,Works on Paper,Ink and gouache / Silk,316,4/1/19,Sotheby's Hong Kong
Joseph Inguimberty,PAYSAGE EUROPÉEN (EUROPEAN LANDSCAPE),0,12010,1,7690,11530,Signed,65.00cm x 100.00cm,,,,Paintings,Oil / Canvas,317,4/1/19,Sotheby's Hong Kong
Joseph Inguimberty,WORKERS IN THE RICE FIELD,0,20820,1,6410,8970,Signed,54.50cm x 45.50cm,,,,Paintings,Oil / Canvas,318,4/1/19,Sotheby's Hong Kong
Nguyen TriMinh,LES JONQUES DE PÊCHE (FISHING JUNKS),0,,0,5120,7690,Signed and Dated,40.00cm x 73.00cm,,,1966,Paintings,Oil / Canvas,319,4/1/19,Sotheby's Hong Kong
Truong Thi Thinh,"MEMORY OF HUE, LANDSCAPE WITH A LOTUS POND",0,6410,1,5120,7690,Signed,51.00cm x 98.50cm,,,c. 1960-70,Paintings,Oil / Canvas,320,4/1/19,Sotheby's Hong Kong
Nam Nguyen,SUNSET ON TR?M MOUNTAIN (SÀI SON),0,60850,1,12810,19220,Signed,65.00cm x 80.00cm,,,1943,Paintings,Oil / Canvas,321,4/1/19,Sotheby's Hong Kong
Nguyen TriMinh,MARKET SCENE UNDER THE GREAT BANYAN,0,4003,1,3843,6410,Signed,29.50cm x 39.50cm,,,,Paintings,Oil / Board,322,4/1/19,Sotheby's Hong Kong
Henri Mege,"(I) EVENING AT THANH DA NEAR THI NGHE, SAIGON (II) AFTERNOON IN THE RIVER OF PERFUME, HUE (III) LANDSCAPE OF ANNAM (3)",0,,0,5120,7690,Signed and Dated,,,,1953,Paintings,Oil / Board,323,4/1/19,Sotheby's Hong Kong
Tran Binh Loc,A GARDEN SCENE OF A TEMPLE,0,88070,1,15370,23060,Signed and Dated,65.00cm x 100.00cm,,,1936,Paintings,Oil / Canvas,325,4/1/19,Sotheby's Hong Kong
Hien Nang,BY THE RIVER,0,5600,1,3843,6410,Signed and Dated,55.00cm x 76.00cm,,,1990,Works on Paper,Ink and gouache on silk mounted on paper,326,4/1/19,Sotheby's Hong Kong
Hien Nang,THREE MUSICIANS,0,12010,1,3843,6410,Signed and Dated,56.00cm x 76.00cm,,,1992,Works on Paper,Ink and gouache on silk mounted on paper,327,4/1/19,Sotheby's Hong Kong
Nguyen Van Ty,WOMEN IN A GARDEN,0,112090,1,7690,11530,Signed and Dated,74.00cm x 54.00cm,,,1939,Works on Paper,Ink and gouache / Silk,328,4/1/19,Sotheby's Hong Kong
Tran Van Giau,MARKET SCENE OF SAIGON IN THE 1960'S,0,4803,1,1921,3202,Signed,33.50cm x 43.50cm,,,c. 1960's,Paintings,Oil / Board,329,4/1/19,Sotheby's Hong Kong
Tran Van Giau,COUNTRY SCENE WITH A VILLAGE BRIDGE,0,1601,1,1921,3202,Signed,34.00cm x 43.00cm,,,c. 1960's,Paintings,Oil / Board,330,4/1/19,Sotheby's Hong Kong
Louis Jules Dumoulin,SCENE OF A TRADITIONAL CHINESE TOWN,0,6410,1,1921,3202,Unavailable,63.50cm x 47.50cm,,,,Paintings,Oil / Board,331,4/1/19,Sotheby's Hong Kong
Louis Jules Dumoulin,A JAPANESE LADY DESCENDING STAIRS,0,16010,1,1921,3202,Unavailable,65.00cm x 50.00cm,,,c. 1890's,Paintings,Oil / Canvas,332,4/1/19,Sotheby's Hong Kong
Xuan Phai Bui,(I) TOWN SCENE (II) BUILDINGS WITH RICKSHAW (2),0,9610,1,5760,7050,Signed,,,,,Paintings,Oil / Board,333,4/1/19,Sotheby's Hong Kong
Xuan Phai Bui,(I) NUDE (II) AN ARTIST PAINTING A NUDE FIGURE (2),0,12810,1,3843,5120,,,,,,Paintings,Paper,334,4/1/19,Sotheby's Hong Kong
Tze Peng Lim,SINGAPORE RIVER SCENE,0,11210,1,8970,11530,Signed,35.00cm x 138.00cm,,,,Works on Paper,Watercolor and ink / Paper,335,4/1/19,Sotheby's Hong Kong
Kim Seng Ong,SINGAPORE RIVER,0,3042,1,2562,3843,Signed,37.50cm x 55.00cm,,,,Works on Paper,Watercolor / Paper,336,4/1/19,Sotheby's Hong Kong
Tze Peng Lim,FRUIT STALLS,0,17610,1,7690,11530,Signed,76.00cm x 143.00cm,,,,Works on Paper,Watercolor and ink / Paper,337,4/1/19,Sotheby's Hong Kong
Soo Pieng Cheong,LOBSTER ON PLATE,0,8010,1,6410,8970,Signed and Dated,36.00cm x 55.50cm,,,1952,Works on Paper,Gouache / Paper,338,4/1/19,Sotheby's Hong Kong
Wenxi Chen,HERONS,0,32030,1,20500,32030,Inscribed and Signed,113.00cm x 57.00cm,,,,Works on Paper,Watercolor and ink / Paper,339,4/1/19,Sotheby's Hong Kong
Wenxi Chen,CARPS BY THE FLOWERS,0,22420,1,17930,25620,Signed,111.50cm x 54.50cm,,,,Works on Paper,Watercolor and ink / Paper,340,4/1/19,Sotheby's Hong Kong
Wenxi Chen,HEN AND CHICKS WITH WHITE FLOWERS,0,,0,19220,25620,Inscribed and Signed,116.50cm x 55.50cm,,,,Works on Paper,Watercolor and ink / Paper,341,4/1/19,Sotheby's Hong Kong
Soo Pieng Cheong,SINGAPORE SCENE,0,,0,17930,25620,Signed and Dated,93.00cm x 44.00cm,,,1965,Works on Paper,Ink / Paper,342,4/1/19,Sotheby's Hong Kong
Liu Kang,LAKE IN CHINA,0,24020,1,19220,25620,Signed and Dated,70.00cm x 53.00cm,,,1975,Paintings,Oil / Canvas,343,4/1/19,Sotheby's Hong Kong
Soo Pieng Cheong,PADI FIELDS,0,44840,1,23060,35870,Signed and Dated,35.00cm x 43.00cm,,,1954,Paintings,Oil on canvas mounted on card,345,4/1/19,Sotheby's Hong Kong
Ng Eng Teng,THE OLD AND NEW DRESS OF THE MALAYSIAN LADY,0,4803,1,5120,7690,Signed and Dated,87.00cm x 50.50cm,,,1960,Paintings,Oil / Canvas,346,4/1/19,Sotheby's Hong Kong
Nang Lim,"(I) MALAY WOMAN SITTING, HEAD IN HAND (II) MALAY WOMAN SITTING, STRAW HAT UNDER LEFT ARM (pair)",0,,0,2562,3843,Signed and Dated,,,,,Paintings,Copper,347,4/1/19,Sotheby's Hong Kong
Yu Chian Chia,TIN MINE,0,25620,1,15370,23060,Signed and Dated,60.50cm x 91.00cm,,,1958,Paintings,Oil / Board,348,4/1/19,Sotheby's Hong Kong
Wee Shoo Leong,URN WITH FRUITS,0,4803,1,5120,7690,Signed and Dated,57.50cm x 68.50cm,,,1991,Paintings,Oil / Canvas,349,4/1/19,Sotheby's Hong Kong
Choo Keng Kwang,PEACE,0,10410,1,5120,7690,Signed and Dated,90.00cm x 120.00cm,,,1994,Paintings,Oil / Canvas,350,4/1/19,Sotheby's Hong Kong
Tay Bak Koi,GOLDEN HARMONY,0,80060,1,23060,32030,Signed,139.00cm x 191.00cm,,,1999,Paintings,Oil / Canvas,351,4/1/19,Sotheby's Hong Kong
Choh Tan,ROADSIDE STALL,0,10410,1,3843,6410,Signed and Dated,53.00cm x 72.50cm,,,1991,Paintings,Oil / Canvas,352,4/1/19,Sotheby's Hong Kong
Tay Bak Koi,SINGAPORE FISHING VILLAGE,0,9610,1,7690,11530,Signed and Dated,59.00cm x 84.50cm,,,1965,Paintings,Oil / Canvas,353,4/1/19,Sotheby's Hong Kong
Seah Joo,BOATS,0,,0,1537,2305,Signed and Dated,35.50cm x 54.50cm,,,1963,Works on Paper,Watercolor / Paper,354,4/1/19,Sotheby's Hong Kong
Soo Pieng Cheong,KAMPUNG,0,9610,1,7690,12810,Signed,57.50cm x 48.00cm,,,,Works on Paper,Watercolor and ink / Paper,355,4/1/19,Sotheby's Hong Kong
Wenxi Chen,GIBBONS,0,80060,1,38430,64050,Signed,140.00cm x 72.00cm,,,,Works on Paper,Watercolor and ink / Paper,356,4/1/19,Sotheby's Hong Kong
Wenxi Chen,CARPS,0,,0,15370,23060,Signed,45.00cm x 69.00cm,,,,Works on Paper,Watercolor and ink / Paper,357,4/1/19,Sotheby's Hong Kong
Wenxi Chen,SPARROWS BY THE REEDS,0,6410,1,5120,7690,Signed,81.50cm x 54.50cm,,,,Works on Paper,Watercolor and ink / Paper,358,4/1/19,Sotheby's Hong Kong
Wenxi Chen,EIGHT HERONS,0,,0,17930,32030,Signed,44.00cm x 66.00cm,,,,Works on Paper,Watercolor and ink / Paper,359,4/1/19,Sotheby's Hong Kong
Fernando Cueto Amorsolo,FISHERMAN BOAT AT SUNSET,0,25620,1,20500,32030,Signed and Dated,25.00cm x 40.50cm,,,1956,Paintings,Oil / Canvas on board,361,4/1/19,Sotheby's Hong Kong
Fernando Cueto Amorsolo,IN THE FIELD,0,25620,1,17930,28180,Signed and Dated,22.00cm x 30.00cm,,,1955,Paintings,Oil / Canvas on board,362,4/1/19,Sotheby's Hong Kong
Fernando Cueto Amorsolo,WOMAN WITH BASKET AND FRUITS,0,304240,1,25620,38430,Signed and Dated,43.00cm x 33.00cm,,,1936,Paintings,Oil / Canvas on board,363,4/1/19,Sotheby's Hong Kong
Mauro Malang Santos,NUDE,0,56040,1,8970,11530,Signed and Dated,102.00cm x 76.50cm,,,1977,Paintings,Acrylic on wood panel,364,4/1/19,Sotheby's Hong Kong
Ben (Benedicto) Reyes Cabrera,UNTITLED,0,28820,1,23060,38430,Signed and Dated,67.50cm x 35.00cm,,,1970,Mixed Media,Mixed Media / Paper,365,4/1/19,Sotheby's Hong Kong
Federico Aguilar Alcuaz,Untitled,0,,0,6410,8970,Signed and Dated,35.00cm x 27.00cm,,,1981,Paintings,Oil / Board,366,4/1/19,Sotheby's Hong Kong
Dato Fatimah,STANDING FORMS,0,9610,1,7690,11530,Signed and Dated,120.00cm x 100.00cm,,,2016,Paintings,Acrylic / Canvas,367,4/1/19,Sotheby's Hong Kong
Awang Damit Ahmad,"E.O.C ""RAWAN DAN KEMUDI""",0,41630,1,15370,23060,Signed and Dated,190.00cm x 178.00cm,,,1991,Mixed Media,Mixed Media / Canvas,368,4/1/19,Sotheby's Hong Kong
Soo Pieng Cheong,PROGRESS,0,64050,1,57650,87110,Signed and Dated,84.00cm x 84.00cm,,,1976,Paintings,Oil / Canvas,369,4/1/19,Sotheby's Hong Kong
Theo Meier,PORTRAIT OF LEIAD,0,,0,8970,11530,Signed and Dated,72.00cm x 58.00cm,,,1978,Paintings,Oil / Canvas,370,4/1/19,Sotheby's Hong Kong
Roland Strasser,BALI GIRL WITH FRUITS,0,16010,1,17930,28180,Signed,75.00cm x 55.00cm,,,,Paintings,Oil / Canvas,371,4/1/19,Sotheby's Hong Kong
Theo Meier,YOUNG BALINESE WOMAN HOLDING A JUG ON HER HEAD,0,28820,1,15370,23060,Signed,70.50cm x 60.50cm,,,,Paintings,Oil / Canvas,372,4/1/19,Sotheby's Hong Kong
Arie Smit,RED TEMPLE IN BALI,0,240190,1,64050,89670,Signed and Dated,89.00cm x 69.00cm,,,1980,Paintings,Acrylic / Canvas,373,4/1/19,Sotheby's Hong Kong
Arie Smit,PASSING THE TEMPLE,0,8810,1,5120,7690,Signed and Dated,30.00cm x 36.00cm,,,2002,Paintings,Acrylic / Canvas,374,4/1/19,Sotheby's Hong Kong
Rudolf Bonnet,BALINESE BOY,0,8010,1,6410,8970,Signed and Dated,42.50cm x 38.50cm,,,1947,Works on Paper,Charcoal and pastel / Paper,375,4/1/19,Sotheby's Hong Kong
Arie Smit,RED TEMPLE PAINTED IN SANUR,0,9610,1,8970,11530,Signed and Dated,33.50cm x 43.00cm,,,1983,Paintings,Acrylic / Board,376,4/1/19,Sotheby's Hong Kong
Arie Smit,PADI FIELDS,0,4803,1,3843,6410,Signed and Dated,30.50cm x 34.00cm,,,1991,Mixed Media,Mixed Media / Canvas,377,4/1/19,Sotheby's Hong Kong
Ahmad Sadali,UNTITLED,0,6410,1,3330,5760,Signed and Dated,37.50cm x 34.50cm,,,1982,Mixed Media,Mixed Media / Paper,378,4/1/19,Sotheby's Hong Kong
Saraochim Salim,ETANG (POND),0,,0,5120,7690,Signed and Dated,55.00cm x 46.00cm,,,1974,Paintings,Oil / Canvas,379,4/1/19,Sotheby's Hong Kong
Mochtar Apin,HOUSES,0,14410,1,7050,9610,Signed and Dated,50.00cm x 66.00cm,,,1959,Paintings,Oil / Canvas,380,4/1/19,Sotheby's Hong Kong
Fajar Siddik,UNTITLED,0,9610,1,5120,7690,Signed and Dated,107.00cm x 77.00cm,,,1974,Paintings,Oil / Canvas,381,4/1/19,Sotheby's Hong Kong
Abdul Djalil Pirous,Untitled,0,6410,1,5120,7690,Signed and Dated,79.00cm x 99.00cm,,,1969,Paintings,Oil / Canvas,382,4/1/19,Sotheby's Hong Kong
Popo Iskandar,LANDSCAPE,0,,0,5120,7690,Signed and Dated,95.00cm x 100.00cm,,,1974,Paintings,Oil / Canvas,383,4/1/19,Sotheby's Hong Kong
Popo Iskandar,JALA-JALA PANTAI (SHORE FISHING NET),0,9610,1,7050,9610,Signed and Dated,98.00cm x 92.50cm,,,1972,Paintings,Oil / Canvas,386,4/1/19,Sotheby's Hong Kong
Zaini,UNTITLED,0,4803,1,3843,6410,Signed and Dated,95.00cm x 65.00cm,,,1976,Paintings,Oil / Canvas,387,4/1/19,Sotheby's Hong Kong
Ahmad Sadali,UNTITLED,0,9610,1,4099,7050,Signed and Dated,42.50cm x 36.50cm,,,1984,Mixed Media,Mixed Media / Paper,388,4/1/19,Sotheby's Hong Kong
Abdul Djalil Pirous,LEMBAH TAMAN SARI,0,5120,1,4099,7050,Signed and Dated,54.00cm x 50.50cm,,,1968,Paintings,Oil / Board,389,4/1/19,Sotheby's Hong Kong
But Mochtar,TWO WOMEN,0,44840,1,33310,57650,Signed and Dated,137.50cm x 44.50cm,,,1963,Paintings,Oil / Canvas,390,4/1/19,Sotheby's Hong Kong
Jeihan Sukmantara,SUTI,0,3202,1,2562,5120,Signed and Dated,150.00cm x 140.00cm,,,2005,Paintings,Oil / Canvas,391,4/1/19,Sotheby's Hong Kong
Mochtar Apin,HABITANT DE SUMATRA ORIENTAL SUR UNE CHAISE (INHABITANT OF EAST SUMATRA ON A CHAIR),0,7210,1,3843,6410,Signed and Dated,38.50cm x 20.50cm,,,1951,Paintings,Oil / Board,392,4/1/19,Sotheby's Hong Kong
Shrihadi Soedarsono,BEDHOYO KETAWANG - SPIRITUAL DIALOGUE,0,51240,1,17930,28180,Signed and Dated,90.00cm x 62.00cm,,,2005,Paintings,Oil / Canvas,393,4/1/19,Sotheby's Hong Kong
I Nyoman Gunarsa,PENARI (DANCER),0,5600,1,5120,7690,Unavailable,145.00cm x 145.50cm,,,1996,Paintings,Oil / Canvas,394,4/1/19,Sotheby's Hong Kong
Rusli,FESTIVAL,0,8010,1,6410,8970,Signed and Dated,60.00cm x 75.00cm,,,1976,Paintings,Oil / Canvas,395,4/1/19,Sotheby's Hong Kong
Djoko Pekek,SAVING MONEY,0,,0,5120,7690,Signed and Dated,97.00cm x 79.50cm,,,1995,Paintings,Oil / Canvas,396,4/1/19,Sotheby's Hong Kong
Arifien Neif,"JEMBATAN RIALTO, VENESIA (RIALTO BRIDGE, VENICE)",0,9610,1,3843,6410,Signed and Dated,60.00cm x 70.00cm,,,1998,Paintings,Oil / Canvas,397,4/1/19,Sotheby's Hong Kong
Sudjana Kerton,HARVEST,0,256200,1,70460,96080,Signed and Dated,69.00cm x 133.50cm,,,1983,Paintings,Oil / Canvas,398,4/1/19,Sotheby's Hong Kong
Shrihadi Soedarsono,BEDHOYO KETAWANG,0,30420,1,15370,23060,Signed and Dated,70.00cm x 53.00cm,,,1999,Paintings,Oil / Canvas,399,4/1/19,Sotheby's Hong Kong
Shrihadi Soedarsono,BOROBODUR - STATE OF MEDITATION,0,56040,1,35870,44840,Signed and Dated,81.00cm x 100.00cm,,,2007,Paintings,Oil / Canvas,400,4/1/19,Sotheby's Hong Kong
Shrihadi Soedarsono,JANGER: GELORA REMAJA,0,80060,1,64050,89670,Signed and Dated,145.00cm x 180.00cm,,,2001,Paintings,Oil / Canvas,401,4/1/19,Sotheby's Hong Kong
Haji Widayat,GOING HOME,0,8810,1,5120,7690,Signed and Dated,38.50cm x 49.50cm,,,1976,Paintings,Oil / Canvas,402,4/1/19,Sotheby's Hong Kong
Rusli,TEMPLE SCENE,0,14410,1,11530,19220,Signed and Dated,100.00cm x 129.50cm,,,1964,Paintings,Oil / Canvas,403,4/1/19,Sotheby's Hong Kong
Kusama Affandi,MARKET SCENE,0,88070,1,38430,51240,Signed and Dated,72.50cm x 98.00cm,,,1947,Paintings,Oil on canvas mounted on wood,405,4/1/19,Sotheby's Hong Kong
Anton Huang,UNTITLED,0,67250,1,7690,11530,Signed and Dated,101.00cm x 101.00cm,,,1982,Paintings,Oil / Canvas,406,4/1/19,Sotheby's Hong Kong
Haji Widayat,BURUNG PHOENIX,0,960,1,2562,3843,Signed and Titled,50.00cm x 59.50cm,,,,Paintings,Oil / Board,407,4/1/19,Sotheby's Hong Kong
Kusama Affandi,DUCK HUNTER,0,96080,1,64050,89670,Signed and Dated,163.00cm x 121.00cm,,,1975,Paintings,Oil / Canvas,408,4/1/19,Sotheby's Hong Kong
Kusama Affandi,PENGHALAU BURUNG (SCARECROW),0,144110,1,102480,192150,Signed and Dated,99.00cm x 179.50cm,,,1969,Paintings,Oil / Canvas,409,4/1/19,Sotheby's Hong Kong
Kusama Affandi,PERAHU KUSAMBA,0,88070,1,102480,153720,Signed and Dated,114.50cm x 140.00cm,,,1981,Paintings,Oil / Canvas,410,4/1/19,Sotheby's Hong Kong
Hendra Gunawan,BY THE BEACH,0,480380,1,153720,281820,Signed and Dated,86.00cm x 147.00cm,,,1976,Paintings,Oil / Canvas,411,4/1/19,Sotheby's Hong Kong
Hendra Gunawan,WOMAN IN THE MARKET,0,192150,1,115290,192150,Signed and Dated,170.00cm x 115.00cm,,,1974,Paintings,Oil / Canvas,412,4/1/19,Sotheby's Hong Kong
Shrihadi Soedarsono,DANCER,0,,0,35870,48680,Signed and Dated,130.00cm x 97.50cm,,,1990,Paintings,Oil / Canvas,413,4/1/19,Sotheby's Hong Kong
Shrihadi Soedarsono,THREE DANCERS,0,51240,1,40990,66610,Signed and Dated,138.00cm x 96.00cm,,,1966,Paintings,Oil / Canvas,415,4/1/19,Sotheby's Hong Kong
Sudjana Kerton,THE VASE,0,32030,1,12810,19220,Signed and Dated,59.50cm x 50.00cm,,,1990,Paintings,Oil / Canvas,416,4/1/19,Sotheby's Hong Kong
Sindudarsono Sudjojono,ANEKA BUNGA ASTER DI POT KERAMIK (VARIOUS DAISIES IN A CERAMIC POT),0,60850,1,25620,38430,Signed and Dated,80.00cm x 80.00cm,,,1967,Paintings,Oil / Canvas,417,4/1/19,Sotheby's Hong Kong
Kusama Affandi,FIGHTING COCKS,0,,0,89670,115290,Signed and Dated,98.00cm x 125.00cm,,,1976,Paintings,Oil / Canvas,418,4/1/19,Sotheby's Hong Kong
Kusama Affandi,DOGS FIGHTING,0,112090,1,89670,115290,Signed and Dated,108.00cm x 138.00cm,,,1965,Paintings,Oil / Canvas,419,4/1/19,Sotheby's Hong Kong
Hendra Gunawan,FISHERMAN,0,416330,1,256200,384300,Unavailable,135.50cm x 200.00cm,,,,Paintings,Oil / Canvas,420,4/1/19,Sotheby's Hong Kong
Hendra Gunawan,MASK DANCER,0,96080,1,76860,102480,Signed and Dated,145.50cm x 71.00cm,,,1980,Paintings,Oil / Canvas,421,4/1/19,Sotheby's Hong Kong
Manfong Lee,MAN AND BOY WITH COCKEREL,0,112090,1,51240,76860,Signed and Dated,101.50cm x 60.50cm,,,1946,Paintings,Oil on jute mounted on board,422,4/1/19,Sotheby's Hong Kong
Manfong Lee,TELANJANG DUDUK (SEATED NUDE),0,,0,76860,115290,Signed,122.00cm x 60.00cm,,,,Paintings,Oil / Masonite,423,4/1/19,Sotheby's Hong Kong
Iwamoto Masakatsu,AT THE TENNIS COURT,0,20820,1,6410,10250,Signed and Dated,21.00cm x 29.60cm,,,2010,Works on Paper,Watercolor and pencil / Paper,501,4/1/19,Sotheby's Hong Kong
Tomoo Gokita,REACH OUT FOR ME,0,35230,1,10250,19220,Signed and Dated,41.00cm x 32.00cm,,,2007,Paintings,Acrylic and gouache / Paper,502,4/1/19,Sotheby's Hong Kong
Tomoo Gokita,MRS. DRUNKO,0,168130,1,76860,102480,Signed and Dated,161.00cm x 130.00cm,,,2006,Paintings,Acrylic and gouache / Canvas,503,4/1/19,Sotheby's Hong Kong
Tomoo Gokita,DRUNK WOMAN,0,160130,1,64050,89670,Signed and Dated,100.00cm x 100.00cm,,,2015,Paintings,Acrylic and goauche / Canvas,504,4/1/19,Sotheby's Hong Kong
KAWS,UNTITLED,0,144110,1,25620,38430,Signed and Dated,41.00cm x 40.50cm,,,2000,Paintings,Acrylic / Canvas,505,4/1/19,Sotheby's Hong Kong
Madsaki,DORA MAAR AU CHAT 2,0,256200,1,12810,25620,Signed and Dated,128.00cm x 95.80cm,,,2017,Paintings,Acrylic and aerosol / Canvas,506,4/1/19,Sotheby's Hong Kong
Yoshitomo Nara,UNTITLED,0,240190,1,89670,192150,Unavailable,65.00cm x 48.00cm,,,2007,Works on Paper,Acrylic and colour pencil / Cardboard,507,4/1/19,Sotheby's Hong Kong
Yoshitomo Nara,SLASH WITH A KNIFE,0,384300,1,51240,76860,Unavailable,46.00cm x 29.50cm,,,1998,Works on Paper,Acrylic and colored pencil / Paper,508,4/1/19,Sotheby's Hong Kong
Banksy,KEEP IT REAL,0,416330,1,128100,192150,Unavailable,25.50cm x 20.20cm,,,2001,Paintings,Acrylic and spray paint stencil / Canvas,509,4/1/19,Sotheby's Hong Kong
Banksy,AVON AND SOMERSET CONSTABULARY,0,384300,1,89670,179340,Unavailable,76.30cm x 76.50cm,,,2001,Paintings,Acrylic and spray paint stencil / Canvas,510,4/1/19,Sotheby's Hong Kong
Invader,HK_31,0,80060,1,25620,38430,Unavailable,33.30cm x 38.20cm,,,2015,Other,Ceramic tiles on panel,512,4/1/19,Sotheby's Hong Kong
Stik,LITTLE FRIEND,0,56040,1,28180,40990,Unavailable,250.00cm x 280.00cm,,,2013,Paintings,Colour spray paint on the shutter / Canvas,513,4/1/19,Sotheby's Hong Kong
Austin Lee,FACEPALM,0,44840,1,15370,28180,Unavailable,213.50cm x 162.60cm,,,2014,Paintings,Acrylic and flashe / Canvas,514,4/1/19,Sotheby's Hong Kong
Keith Haring,Untitled,0,41630,1,10250,15370,Signed and Dated,23.00cm x 23.00cm,,,1982,Works on Paper,Marker / Paper,515,4/1/19,Sotheby's Hong Kong
Yoshitomo Nara,BIG PUP HEAD,0,,0,224180,256200,Unavailable,150.00cm x 123.00cm x 125.00cm,2-Feb,,2007,Sculptures,Urethane on FRP,516,4/1/19,Sotheby's Hong Kong
KAWS,COMPANION (PASSING THROUGH),0,683410,1,256200,384300,Unavailable,120.00cm x 71.00cm x 65.00cm,10-Mar,,2010,Sculptures,Bronze,517,4/1/19,Sotheby's Hong Kong
KAWS,UNTITLED,0,256200,1,192150,320250,Signed and Dated,152.40cm x 152.40cm,,,2013,Paintings,Acrylic / Canvas,518,4/1/19,Sotheby's Hong Kong
Takashi Murakami,UNTITLED,0,288230,1,230580,486780,Signed and Dated,180.00cm x 180.00cm,,,2017,Paintings,Gold leaf on canvas mounted on wood panel,519,4/1/19,Sotheby's Hong Kong
Guangyi Wang,GREAT CRITICISM: COCA-COLA,0,112090,1,57650,83270,Signed and Dated,150.00cm x 120.00cm,,,2004,Paintings,Oil / Canvas,520,4/1/19,Sotheby's Hong Kong
Yu Youhan,MAO,0,128100,1,102480,128100,Signed and Dated,130.00cm x 100.00cm,,,2007,Paintings,Acrylic / Canvas,521,4/1/19,Sotheby's Hong Kong
Takashi Murakami,Untitled,0,176140,1,153720,307440,Signed and Dated,141.00cm x 120.00cm,,,2016,Mixed Media,Platinum leaf / Canvas,522,4/1/19,Sotheby's Hong Kong
Yayoi Kusama,PUMPKIN,0,67250,1,23060,35870,Signed and Dated,6.50cm x 6.80cm x 7.00cm,,,1984,Mixed Media,Mixed Media,523,4/1/19,Sotheby's Hong Kong
Andy Warhol,FLOWERS,0,,0,153720,281820,Stamped,12.70cm x 12.70cm,,,1965,Paintings,Acrylic and silkscreen ink / Canvas,524,4/1/19,Sotheby's Hong Kong
Yayoi Kusama,PUMPKIN,0,448350,1,76860,102480,Signed and Dated,27.30cm x 22.00cm,,,2003,Paintings,Acrylic / Canvas,525,4/1/19,Sotheby's Hong Kong
